Site;Sample; C14 age;error;State;Cal age;error;County / region;UTM Zone;East;North
Abrigo Santana do Riacho;Beta-96760;5680;70;MG;6475;89;Santana do Riacho;23K;635062;7879841
Teotônio;Beta-408415;5700;30;RO ;6485;47;Porto Velho;20L;400484;9031681
Santa Elina;GIF-7085;5690;70;MT;6488;90;Jangada;21L;554672;8315348
Torre CM - 228;Beta 121332;5700;80;TO;6500;99;Guaraí;22L;773729;9022161
RS-LN-1;SI-235;5680;240;RS;6501;266;Osório;22J;571516;6693268
Taperinha ;GX-12844;5705;50;PA;6503;72;Santarém;21M;753116;9730567
RS-LN-1;SI-235 ;5689;240;RS;6515;266;Maquiné;22J;576819;6716800
GO-JA-03;SI-3109;5720;50;GO;6521;73;Serranópolis;22K;398462;7975631
Abrigo do Sol MT-GU-01;SI-3478;5730;60;MT;6530;80;Vila Bela Santissima Trindade;21L;221090;8397984
Jacó Sá;OxA-29467;5731;32;AC;6534;58;Senador Guiomard;19L;638227;8878163
Sambaqui de Itaúnas;Beta-218846;5740;70;RJ;6538;86;Saquarema;23K;757766;7461667
Timbuva;Beta 189339;5740;50;SP;6542;70;Jacupiranga;22J;802781;726471
MT-SL-71;BETA-31037;5750;80;MT;6547;94;Juscimeira;21K;726054;8224045
MT-SL-74;?;5750;80;MT;6547;94;Juscimeira;21K;726054;8224045
Cavidade - S11D-001;Beta-205575;5750;40;PA;6553;61;Parauapebas;22M;623509;9327859
S11D-001;Beta-205575;5750;40;PA;6553;61;Parauapebas;22M;623509;9327859
Abrigo do Sol MT-GU-01;SI-3473;5760;60;MT;6558;74;Vila Bela Santissima Trindade;21L;182663;8338894
Fazenda Colorada;Beta-377101;5760;30;PA;6563;53;Senador Guiomard;19L;638227;8878163
Mirim PA-AT-285;Beta-217602;5780;60;PA;6577;74;Bom Jesus do Tocantins;22M;771046;9475639
Pedra do Alexandre;CSIC 1060;5790;60;RN;6587;75;Carnaúba dos Dantas;24M;766237;9274363
Lapa dos Bichos;Beta 100394;5800;70;MG;6600;87;Januária;23L;567715;8288668
Jaracuçu 1;UFMG 1273;5840;600;MG;6629;638;Santana do Riacho;23K;635062;7879841
Santa Elina;GIF-9370;5860;60;MT;6667;80;Jangada;21L;554672;8315348
Brocuanha IV;SPC-115;5900;520;SP;6706;552;Cananeia;23J;204259;7230741
Santa Elina;GIF-8679;5890;70;MT;6712;88;Jangada;21L;554672;8315348
Moraes;KIA 15561;5895;45;SP;6718;51;Juquiá;23J;232509;7308295
Abrigo do Sol MT-GU-01;N-3056;5900;105;MT;6723;134;Vila Bela Santissima Trindade;21L;182663;8338894
BR-8;Beta-236614;5910;70;MS;6742;87;Brasilândia;22K;392446;7649212
Santa Elina;GIF-7881;5920;70;MT;6754;87;Jangada;21L;554672;8315348
Brito;GIF 6251;5920;70;SP;6755;86;Sarutaiá;22K;656158;7425139
SC-VP-38;SI-827;5930;140;SC;6767;177;Itá;22J;367660;6982465
Chã do Caboclo;MC 1028;5935;135;PE;6771;169;Bom Jardim ;25M;215130;9136871
Toca do Enoque;Beta-252574;5940;50;PI;6771;71;Gilbués;23L;462879;8913504
Cambriu Pequeno;CENA 483;5940;80;SP;6777;99;Cananeia;23J;204259;7230741
Praia Grande S2;Beta N. 452910;5950;30;SC;6781;50;São Francisco do Sul;22J;736834;7094708
Breu Branco 2;Beta-215044;5960;50;PA;6795;69;Breu Branco;22M;659095;9582180
RS-LN-1;SI-234;5950;190;RS;6801;235;Osório;22J;571516;6693268
Lapa do Boquete;CDTN-2492;5960;100;MG;6802;123;Januária;23L;567715;8288668
RS-LN-1;SI-234;5950;190;RS;6805;238;Maquiné;22J;576819;6716800
Monte Castelo ;Beta-118275;5970;80;RO ;6809;100;São Francisco do Guaporé;20L;438048;8666740
Caverna da Pedra Pintada;Beta- 475220;5980;30;PA;6818;50;Monte Alegre;21M;828992;9807872
Buritizeiro;Beta 224842;5980;50;MG;6819;68;Buritizeiro;23K;504266;8080908
Miracema 1;Beta 190079;5980;50;TO;6819;68;Lajeado;22L;789924;8920712
S-48 (Rio Branco);Ba-297;5970;140;SP;6820;174;Itanhaém ;23J;319122;7324581
Santa Elina;GIF-7882;5980;70;MT;6820;88;Jangada;21L;554672;8315348
Jaguariaiva 1;LACUFF150052;5985;50;PR;6824;65;Jaguariaiva ;22J;629399;7316048
Pedra do Alexandre;CSIC 1052;6010;60;RN;6853;78;Carnaúba dos Dantas;24M;766237;9274363
Abrigo Santana do Riacho;CDTN-1055;6020;300;MG;6866;333;Santana do Riacho;23K;635062;7879841
Suruaca 20;LACUFF-160268;6029;26;ES;6871;51;Linhares;24K;388159;7856814
Toca da Esperança;GIF-7576;6030;80;BA;6883;104;Central;23L;815523;8767408
Toca da Esperança;GIF-7578;6030;80;BA;6883;104;Central;23L;815523;8767408
Ilha Comprida 10;Gif 12019;6040;60;MS;6887;81;Três Lagoas;22K;427308;7701084
Santa Elina;GIF-7054;6040;70;MT;6892;94;Jangada;21L;554672;8315348
Santa Elina;GIF-7084;6040;70;MT;6892;94;Jangada;21L;554672;8315348
Garbin;Beta-294088;6050;40;RO ;6894;60;Porto Velho;20L;400484;9031681
Sambaqui do Porto Maurício;SI-509;6030;130;PR;6900;171;Paranaguá;22J;748702;7174547
Porto Maurício;SI-509;6030;130;PR;6905;173;Paranaguá;22J;748720;7175019
Lapa do Boquete;CDTN 1022;6040;120;MG;6913;161;Januária;23L;567715;8288668
Alice Boer;N/A;6050;100;SP;6928;142;Rio Claro;23K;235631;7519014
Santa Elina;GIF-7880;6060;80;MT;6931;120;Jangada;21L;554672;8315348
Alice Boer;N/A;6085;160;SP;6957;195;Rio Claro;23K;235631;7519014
Pedra do Caboclo;MC 1037;6085;120;PE;6961;159;Bom Jardim ;25M;215130;9136871
Capelinha 1;Beta 184619;6090;40;SP;6963;63;Cajati;22J;792506;7262564
Cachoerinha-1 RO-PV-48;Beta-27658;6090;130;RO ;6964;167;Porto Velho;20L;400484;9031681
RO-PV-48;Beta-27658;6090;130;RO ;6964;167;Ji-Paraná;20L;617072;8796232
Rio Baia 1;Beta 218205;6090;60;MS;6976;105;Taquarussu;22K;257943;7511404
Rezende;CENA;6110;70;MG;7002;113;Centralina;22K;690223;7943584
Abrigo Maximiano;Beta 432544;6110;30;SP;7008;71;Iporanga;22J;743452;7278831
Alice Boer;N/A;6135;160;SP;7008;193;Rio Claro;23K;235631;7519014
MS-PA-02;Beta-384964;6110;30;MS;7008;76;Camapuã;21K;810172;7837633
MS-MI-06;Beta 238707;6130;70;MS;7022;105;Miranda;21K;564792;7762123
Abrigo do Sol MT-GU-01;SI-3104;6130;65;MT;7025;101;Vila Bela Santissima Trindade;21L;182663;8338894
Faz. Água Ronca;N/A;6160;180;SP;7029;211;Itirapina;22K;209670;7536004
Toca do Boqueirão da Pedra Furada;GIF-5863;6160;130;PI;7038;161;São Raimundo Nonato;23L;753628;9002823
MMX-11;N/A;6140;55;AP;7040;89;Pedra Branca do Amapari;22N;393946;85874
Cabeças 4;?;6140;40;MG;7047;80;Felício dos Santos;23K;685454;8000328
Sitio preceramico;Beta-255794;6140;40;AP;7047;80;Laranjal do Jari;22M;398341;9953412
Toca do Boqueirão da Pedra Furada;GIF-8108;6150;60;PI;7047;89;São Raimundo Nonato;23L;753628;9002823
RS-C-61;Beta 227856;6150;50;RS;7052;79;Harmonia;22J;459004;6731011
Toca do Alto da Serra do Capim;Beta-258021;6180;50;PI;7075;73;Gilbués;23L;462879;8913504
Toninho Recapadora;ANU-192-18;6240;250;PR;7091;273;Boa Vista da Aparecida;22J;257984;7184568
Pedra do Caboclo;MC 1038;6225;125;PE;7107;147;Bom Jardim ;25M;215130;9136871
RS-S-337;KIA 20841;6215;30;RS;7116;73;Santo Antonio da Patrulha;22J;545747;6699710
Toca do Enoque;Beta-257091;6220;40;PI;7121;85;Gilbués;23L;462879;8913504
PE-91-Mxa;BaH 1052;6240;110;PE;7126;132;Buíque;24L;703071;9046155
Toca da Barra do Antonião;GIF-7374;6270;140;PI;7151;162;São Raimundo Nonato;23L;753628;9002823
PR-FI-21;SI-4992;6265;80;PR;7159;107;Foz do Iguaçu;21J;744414;7175482
Caipora;Beta 270317;6290;70;SC;7184;97;Treze de Maio;22J;685972;6838075
Taperinha ; OxA- 1540;6300;90;PA;7191;118;Santarém;21M;753116;9730567
Monte Castelo ;SI-6850;6316;105;RO ;7206;132;São Francisco do Guaporé;20L;438048;8666740
Toca da Esperança;GIF-7301;6330;150;BA;7207;171;Central;23L;815523;8767408
Cabeças 4;Beta 379290;6280;30;MG;7209;37;Felício dos Santos;23K;685454;8000328
MS-PA-02;Beta-384963;6290;30;MS;7213;38;Camapuã;21K;810172;7837633
Chã do Caboclo;MC 1059;6330;125;PE;7216;151;Bom Jardim ;25M;215130;9136871
Toca do Alto da Serra do Capim;Beta-265696;6340;50;PI;7255;65;Gilbués;23L;462879;8913504
AP 61;Beta-267060;6350;50;MS;7267;69;Selvíria;22K;456187;7748164
Abrigo Maximiano;Beta 432548;6360;30;SP;7296;36;Iporanga;22J;743452;7278831
Letreiro do Sobrado;CSIC 809;6390;80;PE;7306;88;Petrolândia;24L;585648;9009363
Alto Sucuriú 4;Beta-236671;6390;70;MS;7313;78;Água Clara;22K;303990;7738594
Toca do Baixão da Perna I;Beta-20701;6420;120;PI;7314;117;São Raimundo Nonato;23L;753628;9002823
Abrigo Santana do Riacho;CDTN-1011;6500;360;MG;7322;364;Santana do Riacho;23K;635062;7879841
Toca da Esperança;GIF-7496;6450;150;BA;7334;145;Central;23L;815523;8767408
Santa Elina;GIF-9041;6410;60;MT;7335;64;Jangada;21L;554672;8315348
Abrigo Maximiano;Beta 432539;6410;30;SP;7349;49;Iporanga;22J;743452;7278831
Abrigo Maximiano;Beta 432543;6430;40;SP;7358;48;Iporanga;22J;743452;7278831
Brito;GIF 8261;6450;80;SP;7361;69;Sarutaiá;22K;656158;7425139
Abrigo do Sol MT-GU-01;N-3222;6460;100;MT;7364;90;Vila Bela Santissima Trindade;21L;182663;8338894
Abrigo Maximiano;Beta 432540;6440;30;SP;7368;42;Iporanga;22J;743452;7278831
Abrigo do Sol MT-GU-01;N-3062;6470;110;MT;7372;100;Vila Bela Santissima Trindade;21L;182663;8338894
Cerca Grande 6;Beta-84442;6470;60;MG;7372;56;Matozinhos;23K;596454;7836861
Abrigo Maximiano;Beta 432541;6460;30;SP;7377;42;Iporanga;22J;743452;7278831
Alto Sucuriú 4;Beta-236679;6480;60;MS;7381;58;Água Clara;22K;303990;7738594
Abrigo Maximiano;Beta 432542;6470;30;SP;7382;43;Iporanga;22J;743452;7278831
Ilha Comprida 10;Gif 12018;6505;60;MS;7404;65;Três Lagoas;22K;427308;7701084
PR-FI-21;SI-5993;6505;105;PR;7407;96;Foz do Iguaçu;21J;744414;7175482
?;SI-6953;6520;100;BA;7418;94;Santa Maria da Vitória;23L;587122;8519501
Carajas - N4WS-012;Beta-230212;6520;70;PA;7418;73;Parauapebas;22M;623509;9327859
Ramal;SI-1573;6540;105;PR;7434;98;Morretes;22J;718082;7180186
Ramal;SI-1573;6540;105;PR;7436;97;Morretes;22J;717716;7180325
Abrigo do Alvo;Beta 318508;6530;40;SP;7448;33;Analândia;23K;225151;7550751
Brito;GIF 7876;6550;80;SP;7452;78;Sarutaiá;22K;656158;7425139
Abrigo Maximiano;Beta 432550;6550;40;SP;7463;31;Iporanga;22J;743452;7278831
Abrigo Maximiano;Beta 432549;6570;30;SP;7470;29;Iporanga;22J;743452;7278831
Taperinha ; OxA- 2431;6590;100;PA;7472;88;Santarém;21M;753116;9730567
Chã do Caboclo;MC 1061;6600;150;PE;7474;129;Bom Jardim ;25M;215130;9136871
Abrigo Maximiano;Beta 432551;6580;30;SP;7477;32;Iporanga;22J;743452;7278831
Caipora;Beta 234199;6590;60;SC;7491;55;Treze de Maio;22J;685972;6838075
Santa Elina;GIF-11123;6590;60;MT;7491;55;Jangada;21L;554672;8315348
RS-A-8;SI-993;6620;175;RS;7496;153;Bom Jesus;22J;555456;6828282
Alto Sucuriú 4;Beta-236672;6610;60;MS;7500;53;Água Clara;22K;303990;7738594
Toca do Enoque;Beta-257092;6610;40;PI;7501;48;Gilbués;23L;462879;8913504
Chã do Caboclo;MC-1059;6630;125;PE;7505;103;Bom Jardim ;25M;215130;9136871
Taperinha ; OxA- 2432;6640;80;PA;7516;63;Santarém;21M;753116;9730567
PE-91-Mxa;BaH 1053;6640;95;PE;7517;74;Buíque;24L;703071;9046155
José Vieira;Gsy-78;6683;355;PR;7529;348;Guaporema;22K;318046;7417581
GO-JA-01;SI-3691;6690;90;GO;7555;76;Serranópolis;22K;398462;7975631
José Vieira;GIF-78;6685;175;PR;7567;149;Guaporema;22K;318046;7417581
MS-PA-04;SI-6956;6710;100;MS;7571;83;Paranaiba;22K;480087;7824239
Abrigo do Sol MT-GU-01;N-3057;6730;85;MT;7585;73;Vila Bela Santissima Trindade;21L;182663;8338894
PR-AP-45;SI-6498;6715;135;PR;7589;111;Itaguajé;22K;400548;7498482
K-86;N/A;6760;100;RS;7617;86;Salto do Jacuí;22J;284765;6780099
Santa Elina;GIF-9040;6750;230;MT;7621;206;Jangada;21L;554672;8315348
Jaguariaiva 1;LACUFF160197;6795;42;PR;7636;34;Jaguariaiva ;22J;629399;7316048
Coqueirinho;Beta 248888;6800;50;MG;7639;41;Matozinhos;23K;596454;7836861
Bastos;Beta 390822;6810;30;SP;7643;30;Dourado;22K;777446;7552456
Caverna do 110;n/a;6830;30;PA;7654;34;Rurópolis;21M;722352;9557443
BA-RC-28;SI-6746;6805;90;BA;7662;81;Correntina;23L;558019;8471723
Caverna do 110;n/a;6840;30;PA;7663;36;Rurópolis;21M;722352;9557443
Chã do Caboclo;MC 1087;6820;190;PE;7684;169;Bom Jardim ;25M;215130;9136871
Lapa Vermelha IV;Gif-3207;6830;150;MG;7693;136;Lagoa Santa;23K;615358;7829153
Açutuba;Beta-90721;6850;100;AM;7706;96;Iranduba;20M;792826;9657511
Taperinha ; OxA- 1541;6860;100;PA;7714;97;Santarém;21M;753116;9730567
Taperinha ; OxA- 1760;6880;80;PA;7726;83;Santarém;21M;753116;9730567
Laranjal;Beta 189337;6890;90;SP;7741;90;Miracatu;23J;250807;712059
Abrigo do Sol MT-GU-01;SI-3741;6900;65;MT;7743;70;Vila Bela Santissima Trindade;21L;182663;8338894
Gruta do Gavião;Gx-12509;6905;50;PA;7743;57;Parauapebas;22M;623509;9327859
Toca do Henrique;Beta-148097;6900;70;PI;7744;74;São Raimundo Nonato;23L;753628;9002823
Chã do Caboclo;MC 1045;6900;135;PE;7751;125;Bom Jardim ;25M;215130;9136871
Paquiçamba 3;Beta-345927;6930;30;PA;7756;47;Altamira;22M;365167;9645100
PR-FI-21;SI-4994;6910;75;PR;7756;78;Foz do Iguaçu;21J;744414;7175482
PR-FI-21;SI-4994;6910;75;PR;7756;78;Foz do Iguaçu;21J;744414;7175482
Taperinha ; OxA- 1543;6930;80;PA;7772;83;Santarém;21M;753116;9730567
Alto Sucuriú 4;Beta-233089;6940;60;MS;7775;69;Água Clara;22K;303990;7738594
Lapa Vermelha IV;Gif-3217;6950;140;MG;7789;126;Lagoa Santa;23K;615358;7829153
Rezende;CENA;6950;80;MG;7789;86;Centralina;22K;690223;7943584
RO-PV-48;Beta-27013;6970;60;RO ;7804;77;Ji-Paraná;20L;617072;8796232
Taperinha ; OxA- 1544;6980;80;PA;7812;89;Santarém;21M;753116;9730567
Cavidade 17;N/A;6980;70;PA;7813;84;Parauapebas;22M;623509;9327859
Gruta do Gentio (MG-RP-6);SI-5076;6980;70;MG;7813;84;Unaí;23K;296834;8190168
N4WS-012;Beta-215052;6980;70;PA;7813;84;Parauapebas;22M;623509;9327859
Jacó Sá;OxA-29508;6984;33;AC;7819;58;Senador Guiomard;19L;638227;8878163
Toca da Entrada do Pajeú;GIF-6148;6990;70;PI;7820;83;São Raimundo Nonato;23L;753628;9002823
ACH-LP-3 (Linha Policial 3);Beta 236421;6990;70;SC;7823;83;Águas de Chapecó;22J;303335;7003689
Toca do Paraguaio;MC-2509;7000;100;PI;7823;99;São Raimundo Nonato;23L;753628;9002823
Taperinha ; OxA- 1545;7000;80;PA;7825;87;Santarém;21M;753116;9730567
Toca do Ze Luis;Beta-159041;7000;80;PI;7825;87;São Raimundo Nonato;23L;753628;9002823
Taperinha ; OxA- 1542;7010;90;PA;7830;92;Santarém;21M;753116;9730567
Monte Castelo ;Beta-118274;7010;80;RO ;7832;86;São Francisco do Guaporé;20L;438048;8666740
Santa Elina;GIF-9369;7010;70;MT;7834;80;Jangada;21L;554672;8315348
Toca do Baixão da Perna I;GIF-7741;7010;170;PI;7838;150;São Raimundo Nonato;23L;753628;9002823
Lapa Pequena;Birm-913;7030;100;MG;7843;97;Montes Claros;23K;621649;8150075
Brito;GIF-6250;7020;70;SP;7844;77;Sarutaiá;22K;656158;7425139
Abrigo Maximiano;Beta 432547;7010;30;SP;7863;51;Iporanga;22J;743452;7278831
Gruta do Rato;Beta-110705;7040;50;PA;7868;58;Parauapebas;22M;623509;9327859
Santa Elina;GIF-9368;7050;55;MT;7873;59;Jangada;21L;554672;8315348
Abrigo Maximiano;Beta 432538;7030;30;SP;7879;41;Iporanga;22J;743452;7278831
Lapa do Boquete;CDTN-2435;7080;80;MG;7890;78;Januária;23L;567715;8288668
Taperinha ; OxA- 1547;7080;80;PA;7890;78;Santarém;21M;753116;9730567
Lapa da Amoreira;MN-815;7070;40;MG;7897;44;Matozinhos;23K;596454;7836861
Taperinha ; OxA- 1546;7090;80;PA;7900;77;Santarém;21M;753116;9730567
Brito;GIF 7381;7090;70;SP;7907;66;Sarutaiá;22K;656158;7425139
Rezende;CENA;7110;108;MG;7919;106;Centralina;22K;690223;7943584
Abrigo do Sol MT-GU-01;N-3061;7130;85;MT;7939;81;Vila Bela Santissima Trindade;21L;182663;8338894
Alto Sucuriú 4;Beta-233092;7130;60;MS;7939;60;Água Clara;22K;303990;7738594
SC-U-6;SI-993;7145;120;SC;7976;131;Itapiranga;22J;231061;6992332
Chã do Caboclo;MC 1027;7152;140;PE;7978;149;Bom Jardim ;25M;215130;9136871
ACH-LP-07;GIF-13161;7160;40;SC;7979;30;Águas de Chapecó;22J;303335;7003689
Lapa do Boquete;CDTN 1036;7154;150;MG;7980;158;Januária;23L;567715;8288668
MS-PA-02;Beta-384965;7180;40;MS;7987;32;Camapuã;21K;810172;7837633
Tunas PR-WB-16;Beta 210871;7170;60;PR;7999;55;Arapoti;22J;619833;7328746
Lapa Mortuaria Confins;Beta-161659;7190;50;MG;8005;48;Confins;23K;607362;7828165
Toca do Bojo;GIF-4926;7180;90;PI;8012;104;São Raimundo Nonato;23L;753628;9002823
Alice Boer;Beta 320198;7200;40;SP;8014;43;Rio Claro;23K;235631;7519014
Abrigo do Sol MT-GU-01;SI-3474;7190;70;MT;8028;82;Vila Bela Santissima Trindade;21L;182663;8338894
Jiboia;Beta 249104;7220;50;TO;8051;73;Palmas;22L;793117;8866530
Abrigo do Sol MT-GU-01;N-3060;7220;85;MT;8053;90;Vila Bela Santissima Trindade;21L;221090;8397984
Toca do Boqueirão da Pedra Furada;GIF-8390;7220;80;PI;8053;87;São Raimundo Nonato;23L;753628;9002823
Lapa do Boquete;CDTN 1035;7232;222;MG;8056;218;Januária;23L;567715;8288668
Boa Vista PA-OR-63;Beta-232417;7230;50;PA;8060;74;Porto Trombetas;21M;569275;9837530
PA-OR-63 (Boa Vista);Beta-232417;7230;50;PA;8060;74;Porto Trombetas;21M;569275;9837530
Toca do Boqueirão da Pedra Furada;GIF-7242;7230;80;PI;8060;86;São Raimundo Nonato;23L;753628;9002823
Brito;GIF 7442;7230;80;SP;8062;81;Sarutaiá;22K;656158;7425139
GO-JA-01;SI-3693;7250;95;GO;8075;93;Serranópolis;22K;398462;7975631
Gruta do Marinheiro;UGAMS 15111;7250;30;MG;8077;65;Pains;23K;430935;7747043
Cipó;Gif-11729;7255;50;MT;8078;68;Rondonópolis ;21K;753108;8178076
ACH-LP-3 (Linha Policial 3);Beta 236420;7260;70;SC;8081;72;Águas de Chapecó;22J;303335;7003689
Jiboia;Beta 249103;7260;50;TO;8081;66;Palmas;22L;793117;8866530
Lapa do Boquete;CDTN-2720;7260;210;MG;8081;206;Januária;23L;567715;8288668
SC-U-53;SI-440;7260;100;SC;8088;95;Itapiranga;22J;231061;6992332
RS-TQ-58 (Garivaldino);Beta 44740;7250;350;RS;8092;333;Montenegro;22J;455271;6716002
Rezende;CENA;7300;80;MG;8114;84;Centralina;22K;690223;7943584
Toca Nova do Inharé;Beta-213556;7330;50;PI;8120;66;São Raimundo Nonato;23L;753628;9002823
RS-S-337;Beta 165626;7330;40;RS;8122;59;Santo Antonio da Patrulha;22J;545747;6699710
Gruta do Gentio (MG-RP-6);SI-2372;7295;150;MG;8126;149;Unaí;23K;296834;8190168
Chã do Caboclo;MC 1060;7300;140;PE;8132;142;Bom Jardim ;25M;215130;9136871
BR-AM-MC-37;SI-4277;7320;100;AM;8149;115;Manicoré;20M;689292;9358198
Rezende;CENA;7320;100;MG;8149;115;Centralina;22K;690223;7943584
GO-NI-217;CENA;7340;90;GO;8162;112;Niquelândia;22L;773793;8398695
Toca do Baixão da Perna I;Beta-20700;7350;180;PI;8163;166;São Raimundo Nonato;23L;753628;9002823
Toca do Pau Doia;Beta-171277;7380;50;PI;8188;102;São Raimundo Nonato;23L;753628;9002823
GO-JA-01;SI-3692;7395;80;GO;8198;110;Serranópolis;22K;398462;7975631
Lapa Pequena;Birm-912;7400;150;MG;8199;144;Montes Claros;23K;621649;8150075
Toca do Pica-Pau;Beta-207267;7400;60;PI;8211;95;São Raimundo Nonato;23L;753628;9002823
GO-JA-01;SI-3694;7420;80;GO;8222;101;Serranópolis;22K;398462;7975631
Alto Sucuriú 4;Beta-236683;7410;60;MS;8229;83;Água Clara;22K;303990;7738594
RS-S-327;Beta 154353;7390;40;RS;8236;59;Santo Antonio da Patrulha;22J;545747;6699710
RS-S-337;Beta 154353;7390;40;RS;8236;59;Santo Antonio da Patrulha;22J;545747;6699710
Lapa do Santo;Beta 215194;7400;40;MG;8237;64;Matozinhos;23K;596454;7836861
Toca do Fundo do Baixão da Pedra Furada;Beta-158556;7400;40;PI;8237;64;São Raimundo Nonato;23L;753628;9002823
Toca dos Coqueiros;Beta-84409;7410;50;PI;8241;68;Coronel José Dias;23L;777297;9023432
MS-PA-04;SI-6955;7430;65;MS;8251;74;Paranaiba;22K;480087;7824239
Toca do Pau Doia;Beta-171278;7430;50;PI;8258;62;São Raimundo Nonato;23L;753628;9002823
Loca do Suim;Beta 210400;7440;50;MG;8264;61;Pains;23K;430935;7747043
RO-PN-9;Beta-103189;7470;80;RO ;8273;78;São Francisco do Guaporé;20L;438048;8666740
Toca dos Coqueiros;Beta-84410;7490;60;PI;8289;70;Coronel José Dias;23L;777297;9023432
GO-NI-217;IRLAMSF;7500;60;GO;8293;71;Niquelândia;22L;773793;8398695
Lapa dos Bichos;Beta 100393;7500;70;MG;8293;75;Januária;23L;567715;8288668
Dona Stella;Beta-242435;7500;50;AM;8294;69;Iranduba;20M;812255;9637535
Lagoa do Camargo;Beta 307833;7490;40;SP;8296;66;Rio Claro;23K;235631;7519014
Lapa do Boquete;CDTN-2746;7520;140;MG;8310;137;Januária;23L;567715;8288668
Loca do Suim;Beta 210401;7530;50;MG;8312;71;Pains;23K;430935;7747043
Abrigo do Sol MT-GU-01;N-3224;7530;105;MT;8315;102;Vila Bela Santissima Trindade;21L;221090;8397984
Lapa Pequena;Birm-910;7530;120;MG;8318;117;Montes Claros;23K;621649;8150075
Lapa do Boquete;Beta-117449;7540;80;MG;8319;86;Januária;23L;567715;8288668
Breu Branco 2;Beta-226120;7540;50;PA;8321;69;Breu Branco;22M;659095;9582180
Carajas - N4WS-012;Beta-230206;7550;70;PA;8325;81;Parauapebas;22M;623509;9327859
Lapa do Caboclo Peruaçu;UFMG 2048;7435;430;MG;8338;468;Januária;23L;567715;8288668
Lapa das Boleiras;Beta 159243;7560;110;MG;8348;118;Matozinhos;23K;596454;7836861
Maratuá;N/A;7327;1300;SP;8364;1502;Guarujá;23K;372387;73345842
Lagoa do Camargo;Beta 307837;7570;40;SP;8380;28;Rio Claro;23K;235631;7519014
Lapa Pequena;Birm-909;7590;100;MG;8381;113;Montes Claros;23K;621649;8150075
Lapa Pequena;Birm-911;7600;130;MG;8391;140;Montes Claros;23K;621649;8150075
Lagoa do Camargo;Beta 307835;7630;30;SP;8420;27;Rio Claro;23K;235631;7519014
Caldeirão dos Rodrigues I;GIF-6438;7610;80;PI;8421;79;São Raimundo Nonato;23L;753628;9002823
Alto Sucuriú 4;Beta-236669;7620;70;MS;8434;68;Água Clara;22K;303990;7738594
Abrigo do Sol MT-GU-01;N-3058;7630;95;MT;8438;89;Vila Bela Santissima Trindade;21L;221090;8397984
Toca do Boqueirão da Pedra Furada;GIF-4928;7640;160;PI;8450;176;São Raimundo Nonato;23L;753628;9002823
Barreirinho (MG-VG-19);SI-5513;7655;110;MG;8462;100;Varzelândia;23L;604248;8263819
Boqueirão Soberbo (MG-VG-11);SI 5513;7655;110;MG;8462;100;Varzelândia;23L;604248;8263819
Dona Stella;Beta-178911;7670;40;AM;8463;50;Iranduba;20M;812255;9637535
Alice Boer;Beta 320199;7680;40;SP;8471;48;Rio Claro;23K;235631;7519014
Lagoa do Camargo;Beta 307834;7700;30;SP;8482;43;Rio Claro;23K;235631;7519014
Lapa do Santo;Beta 215200;7700;40;MG;8482;50;Matozinhos;23K;596454;7836861
Carajas - N4WS-017;Beta-215051;7680;100;PA;8484;88;Parauapebas;22M;623509;9327859
N4WS-017;Beta-215051;7680;100;PA;8484;88;Parauapebas;22M;623509;9327859
Dona Stella;Beta-178912;7700;50;AM;8485;55;Iranduba;20M;812255;9637535
Abrigo do Sol MT-GU-01;SI-3740;7695;65;MT;8486;63;Vila Bela Santissima Trindade;21L;182663;8338894
Gruta do Padre;SI 644;7580;410;PE;8486;456;Petrolândia;24L;585648;9009363
Col. Harold Walter;Beta 220437;7700;60;MG;8487;60;Lagoa Santa;23K;615358;7829153
Alto Sucuriú 4;Beta-236676;7700;70;MS;8490;66;Água Clara;22K;303990;7738594
Toca do Pau Doia;Beta-168603;7730;60;PI;8505;63;São Raimundo Nonato;23L;753628;9002823
Garbin;Beta-260334;7740;50;RO ;8510;59;Porto Velho;20L;400484;9031681
Morro Furado (BA-RC-28);SI-6747;7707;115;BA;8521;113;Coribe;23L;558019;8471723
Ilha de Santo Antonio;Beta-260331;7760;50;RO ;8523;61;Porto Velho;20L;400484;9031681
Porto PA-ST-42;n/a;7760;40;PA;8523;56;Santarém;21M;753116;9730567
Toca do Boqueirão da Pedra Furada;GIF-6161;7750;80;PI;8531;83;São Raimundo Nonato;23L;753628;9002823
Barreirinho (MG-VG-19);SI 5512;7755;80;MG;8536;85;Varzelândia;23L;604248;8263819
SC-JO-ATS;Beta 289528;7780;40;SC;8547;49;Joinville;22J;714820;7088655
Pedro Fridolino Schmitz;Beta 204345;7800;50;RS;8572;57;Bom Princípio;22J;465448;6737739
Toca da Boa Vista I;GIF-4624;7730;140;PI;8583;170;São Raimundo Nonato;23L;753628;9002823
Lapa Pequena;Birm-915;7780;100;MG;8605;140;Montes Claros;23K;621649;8150075
PA-AT-316;Beta-410442;7830;30;PA;8606;38;Parauapebas;22M;623509;9327859
Abrigo Santana do Riacho;SRI-SepVII;7820;60;MG;8619;92;Santana do Riacho;23K;635062;7879841
Presidente Medici 2;Beta-382253;7840;30;RO ;8621;41;Presidente Medici;20L;619501;8765299
Lapa do Boquete;Beta-98572;7810;80;MG;8626;128;Januária;23L;567715;8288668
